id;ocupacion;descripcion;competencia;observacion;ocu_2;comp
2161;Arquitectos;"Los arquitectos, urbanistas e ingenieros de tránsito proyectan edificios residenciales, comerciales e industriales y la disposición de zonas urbanas y zonas verdes y de carreteras, calles y otras vías de tránsito; vigilan su construcción, mantenimiento y reconstrucción, e investigan y asesoran sobre ello.";"a) perfeccionar o desarrollar teorías y métodos arquitectónicos;

b) inspeccionar obras y emplazamientos, consultar con el cliente y formular recomendaciones acerca del estilo y otros aspectos de las construcciones previstas;

c) proyectar edificios, preparar dibujos y planos detallados para su construcción, refección o reconstrucción y establecer y mantener los contactos necesarios para asegurar la viabilidad de los proyectos en cuanto atañe a estilo, costo, plazos de ejecución, observancia de normas y reglamentos pertinentes y otras cuestiones;

d) identificar los problemas que plantean las funciones asignadas y la calidad exigida de los interiores de edificios, encontrar las mejores soluciones y hacer los proyectos, diseños, dibujos y planos pertinentes;

e) controlar el progreso de la construcción para garantizar el cumplimiento de las especificaciones prescritas;

f) planificar el urbanismo y coordinar el desarrollo de zonas urbanas;

g) planificar y proyectar la ordenación de terrenos destinados a parques, escuelas, instituciones, aeropuertos, carreteras y zonas comerciales, industriales y residenciales;

h) planificar el trazado y control de la circulación en carreteras y otras vías de tránsito a fin de elevar su eficacia y seguridad, y asesorar sobre ello;

i) mantener contactos técnicos y celebrar consultas con otros especialistas pertinentes;

j) preparar ponencias e informes de carácter académico o científico;

k) desempeñar tareas afines;

l) supervisar a otros trabajadores.";;"Arquitecto, edificios

Arquitecto, interiores de edificios

Arquitecto, paisajista

Planificador, tránsito

Urbanista 

Decorador, interiores - 3471

Dibujante, interiores - 3471";['Perfeccionar_o_desarrollar_teorías_y_métodos_arquitectónicos', 'Inspeccionar_obras_y_emplazamientos_consultar_con_el_cliente_y_formular_recomendaciones_acerca_del_estilo_y_otros_aspectos_de_las_construcciones_previstas', 'Proyectar_edificios_preparar_dibujos_y_planos_detallados_para_su_construcción_refección_o_reconstrucción_y_establecer_y_mantener_los_contactos_necesarios_para_asegurar_la_viabilidad_de_los_proyectos_en_cuanto_atañe_a_estilo_costo_plazos_de_ejecución_observancia_de_normas_y_reglamentos_pertinentes_y_otras_cuestiones', 'Identificar_los_problemas_que_plantean_las_funciones_asignadas_y_la_calidad_exigida_de_los_interiores_de_edificios_encontrar_las_mejores_soluciones_y_hacer_los_proyectos_diseños_dibujos_y_planos_pertinentes', 'Controlar_el_progreso_de_la_construcción_para_garantizar_el_cumplimiento_de_las_especificaciones_prescritas', 'Planificar_el_urbanismo_y_coordinar_el_desarrollo_de_zonas_urbanas', 'Planificar_y_proyectar_la_ordenación_de_terrenos_destinados_a_parques_escuelas_instituciones_aeropuertos_carreteras_y_zonas_comerciales_industriales_y_residenciales', 'Planificar_el_trazado_y_control_de_la_circulación_en_carreteras_y_otras_vías_de_tránsito_a_fin_de_elevar_su_eficacia_y_seguridad_y_asesorar_sobre_ello', 'Mantener_contactos_técnicos_y_celebrar_consultas_con_otros_especialistas_pertinentes', 'Preparar_ponencias_e_informes_de_carácter_académico_o_científico', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2162;Arquitectos_paisajistas;"Los arquitectos, urbanistas e ingenieros de tránsito proyectan edificios residenciales, comerciales e industriales y la disposición de zonas urbanas y zonas verdes y de carreteras, calles y otras vías de tránsito; vigilan su construcción, mantenimiento y reconstrucción, e investigan y asesoran sobre ello.";"a) perfeccionar o desarrollar teorías y métodos arquitectónicos;

b) inspeccionar obras y emplazamientos, consultar con el cliente y formular recomendaciones acerca del estilo y otros aspectos de las construcciones previstas;

c) proyectar edificios, preparar dibujos y planos detallados para su construcción, refección o reconstrucción y establecer y mantener los contactos necesarios para asegurar la viabilidad de los proyectos en cuanto atañe a estilo, costo, plazos de ejecución, observancia de normas y reglamentos pertinentes y otras cuestiones;

d) identificar los problemas que plantean las funciones asignadas y la calidad exigida de los interiores de edificios, encontrar las mejores soluciones y hacer los proyectos, diseños, dibujos y planos pertinentes;

e) controlar el progreso de la construcción para garantizar el cumplimiento de las especificaciones prescritas;

f) planificar el urbanismo y coordinar el desarrollo de zonas urbanas;

g) planificar y proyectar la ordenación de terrenos destinados a parques, escuelas, instituciones, aeropuertos, carreteras y zonas comerciales, industriales y residenciales;

h) planificar el trazado y control de la circulación en carreteras y otras vías de tránsito a fin de elevar su eficacia y seguridad, y asesorar sobre ello;

i) mantener contactos técnicos y celebrar consultas con otros especialistas pertinentes;

j) preparar ponencias e informes de carácter académico o científico;

k) desempeñar tareas afines;

l) supervisar a otros trabajadores.";;"Arquitecto, edificios

Arquitecto, interiores de edificios

Arquitecto, paisajista

Planificador, tránsito

Urbanista 

Decorador, interiores - 3471

Dibujante, interiores - 3471";['Perfeccionar_o_desarrollar_teorías_y_métodos_arquitectónicos', 'Inspeccionar_obras_y_emplazamientos_consultar_con_el_cliente_y_formular_recomendaciones_acerca_del_estilo_y_otros_aspectos_de_las_construcciones_previstas', 'Proyectar_edificios_preparar_dibujos_y_planos_detallados_para_su_construcción_refección_o_reconstrucción_y_establecer_y_mantener_los_contactos_necesarios_para_asegurar_la_viabilidad_de_los_proyectos_en_cuanto_atañe_a_estilo_costo_plazos_de_ejecución_observancia_de_normas_y_reglamentos_pertinentes_y_otras_cuestiones', 'Identificar_los_problemas_que_plantean_las_funciones_asignadas_y_la_calidad_exigida_de_los_interiores_de_edificios_encontrar_las_mejores_soluciones_y_hacer_los_proyectos_diseños_dibujos_y_planos_pertinentes', 'Controlar_el_progreso_de_la_construcción_para_garantizar_el_cumplimiento_de_las_especificaciones_prescritas', 'Planificar_el_urbanismo_y_coordinar_el_desarrollo_de_zonas_urbanas', 'Planificar_y_proyectar_la_ordenación_de_terrenos_destinados_a_parques_escuelas_instituciones_aeropuertos_carreteras_y_zonas_comerciales_industriales_y_residenciales', 'Planificar_el_trazado_y_control_de_la_circulación_en_carreteras_y_otras_vías_de_tránsito_a_fin_de_elevar_su_eficacia_y_seguridad_y_asesorar_sobre_ello', 'Mantener_contactos_técnicos_y_celebrar_consultas_con_otros_especialistas_pertinentes', 'Preparar_ponencias_e_informes_de_carácter_académico_o_científico', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2164;Urbanistas_e_ingenieros_de_tránsito;"Los arquitectos, urbanistas e ingenieros de tránsito proyectan edificios residenciales, comerciales e industriales y la disposición de zonas urbanas y zonas verdes y de carreteras, calles y otras vías de tránsito; vigilan su construcción, mantenimiento y reconstrucción, e investigan y asesoran sobre ello.";"a) perfeccionar o desarrollar teorías y métodos arquitectónicos;

b) inspeccionar obras y emplazamientos, consultar con el cliente y formular recomendaciones acerca del estilo y otros aspectos de las construcciones previstas;

c) proyectar edificios, preparar dibujos y planos detallados para su construcción, refección o reconstrucción y establecer y mantener los contactos necesarios para asegurar la viabilidad de los proyectos en cuanto atañe a estilo, costo, plazos de ejecución, observancia de normas y reglamentos pertinentes y otras cuestiones;

d) identificar los problemas que plantean las funciones asignadas y la calidad exigida de los interiores de edificios, encontrar las mejores soluciones y hacer los proyectos, diseños, dibujos y planos pertinentes;

e) controlar el progreso de la construcción para garantizar el cumplimiento de las especificaciones prescritas;

f) planificar el urbanismo y coordinar el desarrollo de zonas urbanas;

g) planificar y proyectar la ordenación de terrenos destinados a parques, escuelas, instituciones, aeropuertos, carreteras y zonas comerciales, industriales y residenciales;

h) planificar el trazado y control de la circulación en carreteras y otras vías de tránsito a fin de elevar su eficacia y seguridad, y asesorar sobre ello;

i) mantener contactos técnicos y celebrar consultas con otros especialistas pertinentes;

j) preparar ponencias e informes de carácter académico o científico;

k) desempeñar tareas afines;

l) supervisar a otros trabajadores.";;"Arquitecto, edificios

Arquitecto, interiores de edificios

Arquitecto, paisajista

Planificador, tránsito

Urbanista 

Decorador, interiores - 3471

Dibujante, interiores - 3471";['Perfeccionar_o_desarrollar_teorías_y_métodos_arquitectónicos', 'Inspeccionar_obras_y_emplazamientos_consultar_con_el_cliente_y_formular_recomendaciones_acerca_del_estilo_y_otros_aspectos_de_las_construcciones_previstas', 'Proyectar_edificios_preparar_dibujos_y_planos_detallados_para_su_construcción_refección_o_reconstrucción_y_establecer_y_mantener_los_contactos_necesarios_para_asegurar_la_viabilidad_de_los_proyectos_en_cuanto_atañe_a_estilo_costo_plazos_de_ejecución_observancia_de_normas_y_reglamentos_pertinentes_y_otras_cuestiones', 'Identificar_los_problemas_que_plantean_las_funciones_asignadas_y_la_calidad_exigida_de_los_interiores_de_edificios_encontrar_las_mejores_soluciones_y_hacer_los_proyectos_diseños_dibujos_y_planos_pertinentes', 'Controlar_el_progreso_de_la_construcción_para_garantizar_el_cumplimiento_de_las_especificaciones_prescritas', 'Planificar_el_urbanismo_y_coordinar_el_desarrollo_de_zonas_urbanas', 'Planificar_y_proyectar_la_ordenación_de_terrenos_destinados_a_parques_escuelas_instituciones_aeropuertos_carreteras_y_zonas_comerciales_industriales_y_residenciales', 'Planificar_el_trazado_y_control_de_la_circulación_en_carreteras_y_otras_vías_de_tránsito_a_fin_de_elevar_su_eficacia_y_seguridad_y_asesorar_sobre_ello', 'Mantener_contactos_técnicos_y_celebrar_consultas_con_otros_especialistas_pertinentes', 'Preparar_ponencias_e_informes_de_carácter_académico_o_científico', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2165;Cartógrafos_y_agrimensores;Los cartógrafos y agrimensores aplican técnicas y métodos topográficos y geodésicos para determinar el emplazamiento exacto de cuerpos celestes y de los contornos y limites naturales de tierras, mares y subsuelos o de obras construidas por el hombre, y preparan o revisan representaciones gráficas, digitales y pictóricas.;"a) efectuar levantamientos topográficos de superficies de tierra y medirlas y describirlas con fines diversos, como el trazado de mapas, la preparación de planos de construcción o la fijación de límites de propiedades;

b) efectuar levantamientos topográficos de minas y delinear los contornos del subsuelo, marcando el emplazamiento exacto de diversos puntos característicos y dibujando planos y mapas para establecer la dirección y extensión de la explotación minera;

c) efectuar levantamientos topográficos del fondo del mar y de lagos y del lecho de ríos, y delinear contornos submarinos, marcando el emplazamiento exacto de diversos puntos característicos y dibujando planos y mapas a fin de utilizarlos en particular para determinar dónde existen aguas y canales navegables y planificar la construcción de estructuras marinas;

d) planificar y efectuar reconocimientos topográficos mediante fotografías aéreas;

e) analizar fotografiar aéreas y de otro tipo y datos topográficos o de otra índole obtenidos por detectores a distancia para preparar o revisar mapas y planos topográficos, mapas utilitarios y otros mapas temáticos;

f) estudiar los aspectos técnicos, estéticos y económicos de la producción de mapas, y asesorar al respecto;

g) mantener contactos técnicos y celebrar consultas con otros especialistas pertinentes;

h) preparar ponencias e informes de carácter académico o científico;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Agrimensor, hidrógrafo

Agrimensor, minas

Agrimensor, topografía

Agrimensor, topografía aérea

Cartógrafo

Fotogrametrista

Técnico inspector, naval - 3115

Verificador, cantidad - 2149";['Efectuar_levantamientos_topográficos_de_superficies_de_tierra_y_medirlas_y_describirlas_con_fines_diversos_como_el_trazado_de_mapas_la_preparación_de_planos_de_construcción_o_la_fijación_de_límites_de_propiedades', 'Efectuar_levantamientos_topográficos_de_minas_y_delinear_los_contornos_del_subsuelo_marcando_el_emplazamiento_exacto_de_diversos_puntos_característicos_y_dibujando_planos_y_mapas_para_establecer_la_dirección_y_extensión_de_la_explotación_minera', 'Efectuar_levantamientos_topográficos_del_fondo_del_mar_y_de_lagos_y_del_lecho_de_ríos_y_delinear_contornos_submarinos_marcando_el_emplazamiento_exacto_de_diversos_puntos_característicos_y_dibujando_planos_y_mapas_a_fin_de_utilizarlos_en_particular_para_determinar_dónde_existen_aguas_y_canales_navegables_y_planificar_la_construcción_de_estructuras_marinas', 'Planificar_y_efectuar_reconocimientos_topográficos_mediante_fotografías_aéreas', 'Analizar_fotografiar_aéreas_y_de_otro_tipo_y_datos_topográficos_o_de_otra_índole_obtenidos_por_detectores_a_distancia_para_preparar_o_revisar_mapas_y_planos_topográficos_mapas_utilitarios_y_otros_mapas_temáticos', 'Estudiar_los_aspectos_técnicos_estéticos_y_económicos_de_la_producción_de_mapas_y_asesorar_al_respecto', 'Mantener_contactos_técnicos_y_celebrar_consultas_con_otros_especialistas_pertinentes', 'Preparar_ponencias_e_informes_de_carácter_académico_o_científico', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2262;Farmacéuticos;Los químicos investigan, perfeccionan o desarrollan conceptos, teorías y metodologías o aplican los conocimientos científicos en materia de química, principalmente con la finalidad de ensayar, idear y perfeccionar materiales, productos y procesos industriales.;"a) realizar investigaciones y perfeccionar o desarrollar los conceptos, teorías y métodos de la química;

b) efectuar experimentos, ensayos y análisis para investigar la composición química, la energía y las transformaciones químicas de diversas sustancias, materiales y productos naturales, artificiales o sintéticos;

c) evaluar los resultados de investigaciones y experimentos y extraer conclusiones;

d) idear o perfeccionar materiales, productos y procesos farmacéuticos e industriales;

e) elaborar procedimientos de control de calidad para fabricantes o usuarios;

f) preparar ponencias e informes científicos;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Químico

Químico, farmacia

Bioquímico - 2212

Farmacéutico - 2224

Farmacólogo - 2212";['Realizar_investigaciones_y_perfeccionar_o_desarrollar_los_conceptos_teorías_y_métodos_de_la_química', 'Efectuar_experimentos_ensayos_y_análisis_para_investigar_la_composición_química_la_energía_y_las_transformaciones_químicas_de_diversas_sustancias_materiales_y_productos_naturales_artificiales_o_sintéticos', 'Evaluar_los_resultados_de_investigaciones_y_experimentos_y_extraer_conclusiones', 'Idear_o_perfeccionar_materiales_productos_y_procesos_farmacéuticos_e_industriales', 'Elaborar_procedimientos_de_control_de_calidad_para_fabricantes_o_usuarios', 'Preparar_ponencias_e_informes_científicos', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2411;Contables;Los contadores asesoran en materia contable y prestan servicios de contabilidad o de verificación de cuentas.;"a) planificar e implantar políticas y sistemas presupuestarios, de control y de cuentas y similares, y asesorar al respecto;

b) preparar y certificar estados financieros para presentarlos a la dirección, a los accionistas y a los organismos públicos o de otra índole;

c) preparar declaraciones tributarias, asesorar sobre problemas fiscales y presentar alegatos o reclamaciones ante el fisco;

d) evaluar presupuestos y previsiones de utilidades o informar al respecto;

e) realizar investigaciones financieras en casos de presuntos fraudes, insolvencia y quiebras o de índole semejante;

f) verificar cuentas y llevar registros contables;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Contador

Interventor, cuentas

Perito contable

Tenedor de libros - 3433

Contador, auxiliar - 3434

Empleado, contabilidad - 4121";['Planificar_e_implantar_políticas_y_sistemas_presupuestarios_de_control_y_de_cuentas_y_similares_y_asesorar_al_respecto', 'Preparar_y_certificar_estados_financieros_para_presentarlos_a_la_dirección_a_los_accionistas_y_a_los_organismos_públicos_o_de_otra_índole', 'Preparar_declaraciones_tributarias_asesorar_sobre_problemas_fiscales_y_presentar_alegatos_o_reclamaciones_ante_el_fisco', 'Evaluar_presupuestos_y_previsiones_de_utilidades_o_informar_al_respecto', 'Realizar_investigaciones_financieras_en_casos_de_presuntos_fraudes_insolvencia_y_quiebras_o_de_índole_semejante', 'Verificar_cuentas_y_llevar_registros_contables', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2412;Asesores_financieros_y_en_inversiones;Los contadores asesoran en materia contable y prestan servicios de contabilidad o de verificación de cuentas.;"a) planificar e implantar políticas y sistemas presupuestarios, de control y de cuentas y similares, y asesorar al respecto;

b) preparar y certificar estados financieros para presentarlos a la dirección, a los accionistas y a los organismos públicos o de otra índole;

c) preparar declaraciones tributarias, asesorar sobre problemas fiscales y presentar alegatos o reclamaciones ante el fisco;

d) evaluar presupuestos y previsiones de utilidades o informar al respecto;

e) realizar investigaciones financieras en casos de presuntos fraudes, insolvencia y quiebras o de índole semejante;

f) verificar cuentas y llevar registros contables;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Contador

Interventor, cuentas

Perito contable

Tenedor de libros - 3433

Contador, auxiliar - 3434

Empleado, contabilidad - 4121";['Planificar_e_implantar_políticas_y_sistemas_presupuestarios_de_control_y_de_cuentas_y_similares_y_asesorar_al_respecto', 'Preparar_y_certificar_estados_financieros_para_presentarlos_a_la_dirección_a_los_accionistas_y_a_los_organismos_públicos_o_de_otra_índole', 'Preparar_declaraciones_tributarias_asesorar_sobre_problemas_fiscales_y_presentar_alegatos_o_reclamaciones_ante_el_fisco', 'Evaluar_presupuestos_y_previsiones_de_utilidades_o_informar_al_respecto', 'Realizar_investigaciones_financieras_en_casos_de_presuntos_fraudes_insolvencia_y_quiebras_o_de_índole_semejante', 'Verificar_cuentas_y_llevar_registros_contables', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2413;Analistas_financieros;"Este grupo primario abarca a los especialistas en organización y administración de empresas y afines no clasificados separadamente en el subgrupo 241 : Especialistas en organización y administración de empresas y afines.

Por ejemplo, habrá que clasificar en este grupo primario a los especialistas que estudian, aplican o brindan asesoramiento respecto de diversos métodos y técnicas de gestión de empresas en esferas relativas a la comercialización, publicidad, relaciones públicas, aplicación de normas sobre patentes y marcas, consultoría sobre el establecimiento y funcionamiento de un negocio, y formas de aplicar los principios de la economía doméstica.";"a) investigar, determinar y brindar asesoramiento respecto del nivel de ventas para ciertos productos o servicios y los posibles mercados y tendencias futuras;

b) planificar o dirigir y coordinar la organización de campañas publicitarias, y asesorar al respecto;

c) estudiar y llevar a cabo programas de relaciones públicas a fin de mejorar la información y comprensión del público acerca de la empresa o estableci- miento de que se trate;

d) asesorar sobre marcas y patentes, ayudar a preparar solicitudes de marcas o patentes o a examinar las solicitudes presentadas para su registro y preparar informes exponiendo las razones por las cuales se debiera conceder o denegar una marca o patente;

e) estudiar aspectos financieros y legales, de organización, de comercialización y de otra índole relacionados con la creación y marcha de un negocio, y asesorar al respecto;

f) estudiar e interpretar los principios de la economía doméstica y de la gestión y brindar asesoramiento pertinente a fin de promover el bienestar de las familias, el consumo de artículos domésticos en los hogares o la producción de nuevos bienes o servicios;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Agente, marcas y patentes

Analista, mercados

Ecónomo, economía doméstica

Especialista, relaciones públicas

Publicista, responsable de campana publicitaria

Director de departamento, producción y operaciones/industria manufacturera - 1222";['Investigar_determinar_y_brindar_asesoramiento_respecto_del_nivel_de_ventas_para_ciertos_productos_o_servicios_y_los_posibles_mercados_y_tendencias_futuras', 'Planificar_o_dirigir_y_coordinar_la_organización_de_campañas_publicitarias_y_asesorar_al_respecto', 'Estudiar_y_llevar_a_cabo_programas_de_relaciones_públicas_a_fin_de_mejorar_la_información_y_comprensión_del_público_acerca_de_la_empresa_o_estableci-_miento_de_que_se_trate', 'Asesorar_sobre_marcas_y_patentes_ayudar_a_preparar_solicitudes_de_marcas_o_patentes_o_a_examinar_las_solicitudes_presentadas_para_su_registro_y_preparar_informes_exponiendo_las_razones_por_las_cuales_se_debiera_conceder_o_denegar_una_marca_o_patente', 'Estudiar_aspectos_financieros_y_legales_de_organización_de_comercialización_y_de_otra_índole_relacionados_con_la_creación_y_marcha_de_un_negocio_y_asesorar_al_respecto', 'Estudiar_e_interpretar_los_principios_de_la_economía_doméstica_y_de_la_gestión_y_brindar_asesoramiento_pertinente_a_fin_de_promover_el_bienestar_de_las_familias_el_consumo_de_artículos_domésticos_en_los_hogares_o_la_producción_de_nuevos_bienes_o_servicios', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2421;Analistas_de_gestión_y_organización;"Este grupo primario abarca a los especialistas en organización y administración de empresas y afines no clasificados separadamente en el subgrupo 241 : Especialistas en organización y administración de empresas y afines.

Por ejemplo, habrá que clasificar en este grupo primario a los especialistas que estudian, aplican o brindan asesoramiento respecto de diversos métodos y técnicas de gestión de empresas en esferas relativas a la comercialización, publicidad, relaciones públicas, aplicación de normas sobre patentes y marcas, consultoría sobre el establecimiento y funcionamiento de un negocio, y formas de aplicar los principios de la economía doméstica.";"a) investigar, determinar y brindar asesoramiento respecto del nivel de ventas para ciertos productos o servicios y los posibles mercados y tendencias futuras;

b) planificar o dirigir y coordinar la organización de campañas publicitarias, y asesorar al respecto;

c) estudiar y llevar a cabo programas de relaciones públicas a fin de mejorar la información y comprensión del público acerca de la empresa o estableci- miento de que se trate;

d) asesorar sobre marcas y patentes, ayudar a preparar solicitudes de marcas o patentes o a examinar las solicitudes presentadas para su registro y preparar informes exponiendo las razones por las cuales se debiera conceder o denegar una marca o patente;

e) estudiar aspectos financieros y legales, de organización, de comercialización y de otra índole relacionados con la creación y marcha de un negocio, y asesorar al respecto;

f) estudiar e interpretar los principios de la economía doméstica y de la gestión y brindar asesoramiento pertinente a fin de promover el bienestar de las familias, el consumo de artículos domésticos en los hogares o la producción de nuevos bienes o servicios;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Agente, marcas y patentes

Analista, mercados

Ecónomo, economía doméstica

Especialista, relaciones públicas

Publicista, responsable de campana publicitaria

Director de departamento, producción y operaciones/industria manufacturera - 1222";['Investigar_determinar_y_brindar_asesoramiento_respecto_del_nivel_de_ventas_para_ciertos_productos_o_servicios_y_los_posibles_mercados_y_tendencias_futuras', 'Planificar_o_dirigir_y_coordinar_la_organización_de_campañas_publicitarias_y_asesorar_al_respecto', 'Estudiar_y_llevar_a_cabo_programas_de_relaciones_públicas_a_fin_de_mejorar_la_información_y_comprensión_del_público_acerca_de_la_empresa_o_estableci-_miento_de_que_se_trate', 'Asesorar_sobre_marcas_y_patentes_ayudar_a_preparar_solicitudes_de_marcas_o_patentes_o_a_examinar_las_solicitudes_presentadas_para_su_registro_y_preparar_informes_exponiendo_las_razones_por_las_cuales_se_debiera_conceder_o_denegar_una_marca_o_patente', 'Estudiar_aspectos_financieros_y_legales_de_organización_de_comercialización_y_de_otra_índole_relacionados_con_la_creación_y_marcha_de_un_negocio_y_asesorar_al_respecto', 'Estudiar_e_interpretar_los_principios_de_la_economía_doméstica_y_de_la_gestión_y_brindar_asesoramiento_pertinente_a_fin_de_promover_el_bienestar_de_las_familias_el_consumo_de_artículos_domésticos_en_los_hogares_o_la_producción_de_nuevos_bienes_o_servicios', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2422;Especialistas_en_políticas_de_administración;"Este grupo primario abarca a los especialistas en organización y administración de empresas y afines no clasificados separadamente en el subgrupo 241 : Especialistas en organización y administración de empresas y afines.

Por ejemplo, habrá que clasificar en este grupo primario a los especialistas que estudian, aplican o brindan asesoramiento respecto de diversos métodos y técnicas de gestión de empresas en esferas relativas a la comercialización, publicidad, relaciones públicas, aplicación de normas sobre patentes y marcas, consultoría sobre el establecimiento y funcionamiento de un negocio, y formas de aplicar los principios de la economía doméstica.";"a) investigar, determinar y brindar asesoramiento respecto del nivel de ventas para ciertos productos o servicios y los posibles mercados y tendencias futuras;

b) planificar o dirigir y coordinar la organización de campañas publicitarias, y asesorar al respecto;

c) estudiar y llevar a cabo programas de relaciones públicas a fin de mejorar la información y comprensión del público acerca de la empresa o estableci- miento de que se trate;

d) asesorar sobre marcas y patentes, ayudar a preparar solicitudes de marcas o patentes o a examinar las solicitudes presentadas para su registro y preparar informes exponiendo las razones por las cuales se debiera conceder o denegar una marca o patente;

e) estudiar aspectos financieros y legales, de organización, de comercialización y de otra índole relacionados con la creación y marcha de un negocio, y asesorar al respecto;

f) estudiar e interpretar los principios de la economía doméstica y de la gestión y brindar asesoramiento pertinente a fin de promover el bienestar de las familias, el consumo de artículos domésticos en los hogares o la producción de nuevos bienes o servicios;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Agente, marcas y patentes

Analista, mercados

Ecónomo, economía doméstica

Especialista, relaciones públicas

Publicista, responsable de campana publicitaria

Director de departamento, producción y operaciones/industria manufacturera - 1222";['Investigar_determinar_y_brindar_asesoramiento_respecto_del_nivel_de_ventas_para_ciertos_productos_o_servicios_y_los_posibles_mercados_y_tendencias_futuras', 'Planificar_o_dirigir_y_coordinar_la_organización_de_campañas_publicitarias_y_asesorar_al_respecto', 'Estudiar_y_llevar_a_cabo_programas_de_relaciones_públicas_a_fin_de_mejorar_la_información_y_comprensión_del_público_acerca_de_la_empresa_o_estableci-_miento_de_que_se_trate', 'Asesorar_sobre_marcas_y_patentes_ayudar_a_preparar_solicitudes_de_marcas_o_patentes_o_a_examinar_las_solicitudes_presentadas_para_su_registro_y_preparar_informes_exponiendo_las_razones_por_las_cuales_se_debiera_conceder_o_denegar_una_marca_o_patente', 'Estudiar_aspectos_financieros_y_legales_de_organización_de_comercialización_y_de_otra_índole_relacionados_con_la_creación_y_marcha_de_un_negocio_y_asesorar_al_respecto', 'Estudiar_e_interpretar_los_principios_de_la_economía_doméstica_y_de_la_gestión_y_brindar_asesoramiento_pertinente_a_fin_de_promover_el_bienestar_de_las_familias_el_consumo_de_artículos_domésticos_en_los_hogares_o_la_producción_de_nuevos_bienes_o_servicios', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
2423;Especialistas_en_políticas_y_servicios_de_personal_y_afines;Los especialistas en políticas y servicios de personal y afines brindan servicios profesionales en relación con diversos aspectos de las políticas y administración de personal, como contratación, carrera profesional, análisis de ocupaciones y orientación profesional.;"a) desempeñar funciones de política o administración de personal en esferas como la contratación, colocación, formación, ascenso e indemnización de trabajadores y relaciones de trabajo, y asesorar al respecto;

b) estudiar y analizar las tareas realizadas en un establecimiento por distintos medios, incluidas entrevistas con los trabajadores, los supervisores y la dirección, y redactar y sistematizar descripciones detalladas de las tareas o de los puestos de trabajo a partir de los datos obtenidos;

c) preparar manuales de información profesional u ocupacional o sistemas de clasificación de ocupaciones;

d) estudiar las cuestiones enumeradas en los precedentes apartados y otros aspectos de los análisis de tareas y ocupaciones en relación con esferas como la administración, investigación, planificación y formación de mano de obra e información y orientación profesionales, y asesorar al respecto;

e) estudiar las oportunidades de empleo, posibilidades de carrera profesional y necesidades de educación, instrucción o formación complementaria que se planteen y asesorar a las personas interesadas;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Analista, profesiones
Analista, puestos de trabajo
Consejero, orientación profesional
Consejero, perspectivas de carrera";['Desempeñar_funciones_de_política_o_administración_de_personal_en_esferas_como_la_contratación_colocación_formación_ascenso_e_indemnización_de_trabajadores_y_relaciones_de_trabajo_y_asesorar_al_respecto', 'Estudiar_y_analizar_las_tareas_realizadas_en_un_establecimiento_por_distintos_medios_incluidas_entrevistas_con_los_trabajadores_los_supervisores_y_la_dirección_y_redactar_y_sistematizar_descripciones_detalladas_de_las_tareas_o_de_los_puestos_de_trabajo_a_partir_de_los_datos_obtenidos', 'Preparar_manuales_de_información_profesional_u_ocupacional_o_sistemas_de_clasificación_de_ocupaciones', 'Estudiar_las_cuestiones_enumeradas_en_los_precedentes_apartados_y_otros_aspectos_de_los_análisis_de_tareas_y_ocupaciones_en_relación_con_esferas_como_la_administración_investigación_planificación_y_formación_de_mano_de_obra_e_información_y_orientación_profesionales_y_asesorar_al_respecto', 'Estudiar_las_oportunidades_de_empleo_posibilidades_de_carrera_profesional_y_necesidades_de_educación_instrucción_o_formación_complementaria_que_se_planteen_y_asesorar_a_las_personas_interesadas', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
